REGION,Educational Attainment," NUMBER OF PERSONS
AGES 25-64
2018 ","PERCENT OF PERSONS
AGES 25-64
2018","90% CONFIDENCE INTERVAL
(LOWER BOUND OF THE PERCENT)
2018","90% CONFIDENCE INTERVAL 
(UPPER BOUND OF THE PERCENT)
2018"
"Georgia, Congressional District 10 (113th - current)",Not a high school graduate,"43,000",11.1,10.3,12.0
"Georgia, Congressional District 10 (113th - current)",High school diploma or GED,"206,000",53.1,51.3,54.9
"Georgia, Congressional District 10 (113th - current)",Associate's Degree,"31,000",8.0,7.2,8.8
"Georgia, Congressional District 10 (113th - current)",Bachelor's Degree,"65,000",16.8,15.7,17.9
"Georgia, Congressional District 10 (113th - current)",Graduate Degree,"42,000",10.9,10.1,11.7
"Georgia, Congressional District 11 (113th - current)",Not a high school graduate,"30,000",7.2,6.3,8.0
"Georgia, Congressional District 11 (113th - current)",High school diploma or GED,"171,000",40.4,38.7,42.1
"Georgia, Congressional District 11 (113th - current)",Associate's Degree,"34,000",8.0,7.2,8.7
"Georgia, Congressional District 11 (113th - current)",Bachelor's Degree,"125,000",29.6,28.4,30.9
"Georgia, Congressional District 11 (113th - current)",Graduate Degree,"63,000",14.8,13.8,15.9
"Georgia, Congressional District 12 (113th - current)",Not a high school graduate,"52,000",14.1,12.8,15.4
"Georgia, Congressional District 12 (113th - current)",High school diploma or GED,"196,000",53.6,51.5,55.6
"Georgia, Congressional District 12 (113th - current)",Associate's Degree,"35,000",9.5,8.5,10.4
"Georgia, Congressional District 12 (113th - current)",Bachelor's Degree,"51,000",14.0,12.8,15.1
"Georgia, Congressional District 12 (113th - current)",Graduate Degree,"33,000",8.9,8.0,9.8
"Georgia, Congressional District 13 (113th - current)",Not a high school graduate,"41,000",9.9,8.9,10.9
"Georgia, Congressional District 13 (113th - current)",High school diploma or GED,"198,000",48.3,46.4,50.2
"Georgia, Congressional District 13 (113th - current)",Associate's Degree,"44,000",10.6,9.5,11.7
"Georgia, Congressional District 13 (113th - current)",Bachelor's Degree,"81,000",19.9,18.4,21.4
"Georgia, Congressional District 13 (113th - current)",Graduate Degree,"46,000",11.2,10.2,12.2
"Georgia, Congressional District 14 (113th - current)",Not a high school graduate,"60,000",16.1,14.9,17.2
"Georgia, Congressional District 14 (113th - current)",High school diploma or GED,"212,000",56.4,54.5,58.4
"Georgia, Congressional District 14 (113th - current)",Associate's Degree,"33,000",8.8,7.8,9.8
"Georgia, Congressional District 14 (113th - current)",Bachelor's Degree,"48,000",12.8,11.7,13.8
"Georgia, Congressional District 14 (113th - current)",Graduate Degree,"22,000",5.9,5.3,6.5
"Hawaii, Congressional District 1 (113th - current)",Not a high school graduate,"23,000",6.3,5.6,7.0
"Hawaii, Congressional District 1 (113th - current)",High school diploma or GED,"158,000",42.3,40.9,43.8
"Hawaii, Congressional District 1 (113th - current)",Associate's Degree,"48,000",12.9,12.0,13.8
"Hawaii, Congressional District 1 (113th - current)",Bachelor's Degree,"97,000",26.1,24.9,27.2
"Hawaii, Congressional District 1 (113th - current)",Graduate Degree,"47,000",12.5,11.7,13.3
"Hawaii, Congressional District 2 (113th - current)",Not a high school graduate,"20,000",5.6,4.9,6.3
"Hawaii, Congressional District 2 (113th - current)",High school diploma or GED,"193,000",53.5,51.7,55.2
"Hawaii, Congressional District 2 (113th - current)",Associate's Degree,"40,000",11.2,10.3,12.0
"Hawaii, Congressional District 2 (113th - current)",Bachelor's Degree,"74,000",20.5,19.4,21.6
"Hawaii, Congressional District 2 (113th - current)",Graduate Degree,"34,000",9.3,8.6,10.0
"Idaho, Congressional District 1 (113th - current)",Not a high school graduate,"42,000",9.2,8.4,10.0
"Idaho, Congressional District 1 (113th - current)",High school diploma or GED,"245,000",54.1,52.3,55.9
"Idaho, Congressional District 1 (113th - current)",Associate's Degree,"47,000",10.3,9.4,11.2
"Idaho, Congressional District 1 (113th - current)",Bachelor's Degree,"84,000",18.4,17.3,19.5
"Idaho, Congressional District 1 (113th - current)",Graduate Degree,"36,000",8.0,7.2,8.7
"Idaho, Congressional District 2 (113th - current)",Not a high school graduate,"39,000",9.6,8.7,10.5
"Idaho, Congressional District 2 (113th - current)",High school diploma or GED,"202,000",49.0,47.6,50.5
"Idaho, Congressional District 2 (113th - current)",Associate's Degree,"45,000",11.0,10.1,11.8
"Idaho, Congressional District 2 (113th - current)",Bachelor's Degree,"86,000",20.9,19.9,21.9
"Idaho, Congressional District 2 (113th - current)",Graduate Degree,"39,000",9.6,8.8,10.3
"Illinois, Congressional District 1 (113th - current)",Not a high school graduate,"30,000",8.2,7.3,9.1
"Illinois, Congressional District 1 (113th - current)",High school diploma or GED,"190,000",51.2,49.5,52.8
"Illinois, Congressional District 1 (113th - current)",Associate's Degree,"33,000",8.9,8.0,9.7
"Illinois, Congressional District 1 (113th - current)",Bachelor's Degree,"72,000",19.5,18.3,20.7
"Illinois, Congressional District 1 (113th - current)",Graduate Degree,"46,000",12.3,11.4,13.2
"Illinois, Congressional District 2 (113th - current)",Not a high school graduate,"38,000",10.9,10.0,11.9
"Illinois, Congressional District 2 (113th - current)",High school diploma or GED,"198,000",57.1,55.4,58.8
"Illinois, Congressional District 2 (113th - current)",Associate's Degree,"30,000",8.6,7.8,9.4
"Illinois, Congressional District 2 (113th - current)",Bachelor's Degree,"51,000",14.7,13.7,15.8
"Illinois, Congressional District 2 (113th - current)",Graduate Degree,"30,000",8.7,7.9,9.5
"Illinois, Congressional District 3 (113th - current)",Not a high school graduate,"48,000",12.8,11.8,13.8
"Illinois, Congressional District 3 (113th - current)",High school diploma or GED,"180,000",48.1,46.6,49.7
"Illinois, Congressional District 3 (113th - current)",Associate's Degree,"30,000",7.9,7.2,8.6
"Illinois, Congressional District 3 (113th - current)",Bachelor's Degree,"73,000",19.6,18.6,20.6
"Illinois, Congressional District 3 (113th - current)",Graduate Degree,"43,000",11.6,10.8,12.4
"Illinois, Congressional District 4 (113th - current)",Not a high school graduate,"77,000",19.5,18.3,20.6
"Illinois, Congressional District 4 (113th - current)",High school diploma or GED,"182,000",46.1,44.4,47.7
"Illinois, Congressional District 4 (113th - current)",Associate's Degree,"24,000",6.1,5.4,6.7
"Illinois, Congressional District 4 (113th - current)",Bachelor's Degree,"75,000",19.0,17.9,20.0
"Illinois, Congressional District 4 (113th - current)",Graduate Degree,"37,000",9.5,8.8,10.2
"Illinois, Congressional District 5 (113th - current)",Not a high school graduate,"23,000",5.2,4.6,5.8
"Illinois, Congressional District 5 (113th - current)",High school diploma or GED,"128,000",28.5,27.3,29.8
"Illinois, Congressional District 5 (113th - current)",Associate's Degree,"25,000",5.6,5.0,6.2
"Illinois, Congressional District 5 (113th - current)",Bachelor's Degree,"163,000",36.5,35.4,37.6
"Illinois, Congressional District 5 (113th - current)",Graduate Degree,"108,000",24.2,23.3,25.0
"Illinois, Congressional District 6 (113th - current)",Not a high school graduate,"15,000",3.8,3.3,4.3
"Illinois, Congressional District 6 (113th - current)",High school diploma or GED,"118,000",30.5,29.1,31.8
"Illinois, Congressional District 6 (113th - current)",Associate's Degree,"34,000",8.7,8.0,9.5
"Illinois, Congressional District 6 (113th - current)",Bachelor's Degree,"135,000",34.8,33.7,35.9
"Illinois, Congressional District 6 (113th - current)",Graduate Degree,"86,000",22.2,21.3,23.1
"Illinois, Congressional District 7 (113th - current)",Not a high school graduate,"46,000",11.5,10.4,12.5
"Illinois, Congressional District 7 (113th - current)",High school diploma or GED,"153,000",37.7,36.2,39.1
"Illinois, Congressional District 7 (113th - current)",Associate's Degree,"24,000",6.0,5.3,6.7
"Illinois, Congressional District 7 (113th - current)",Bachelor's Degree,"99,000",24.3,23.1,25.6
"Illinois, Congressional District 7 (113th - current)",Graduate Degree,"83,000",20.5,19.4,21.7
"Illinois, Congressional District 8 (113th - current)",Not a high school graduate,"52,000",13.8,12.7,14.9
"Illinois, Congressional District 8 (113th - current)",High school diploma or GED,"158,000",41.7,40.3,43.1
"Illinois, Congressional District 8 (113th - current)",Associate's Degree,"32,000",8.4,7.7,9.1
"Illinois, Congressional District 8 (113th - current)",Bachelor's Degree,"91,000",23.9,22.7,25.1
"Illinois, Congressional District 8 (113th - current)",Graduate Degree,"46,000",12.2,11.4,12.9
"Illinois, Congressional District 9 (113th - current)",Not a high school graduate,"25,000",6.6,5.8,7.4
"Illinois, Congressional District 9 (113th - current)",High school diploma or GED,"105,000",27.6,26.2,28.9
"Illinois, Congressional District 9 (113th - current)",Associate's Degree,"21,000",5.6,5.0,6.2
"Illinois, Congressional District 9 (113th - current)",Bachelor's Degree,"129,000",34.0,32.9,35.2
"Illinois, Congressional District 9 (113th - current)",Graduate Degree,"100,000",26.2,25.2,27.3
"Illinois, Congressional District 10 (113th - current)",Not a high school graduate,"36,000",10.0,9.1,10.9
"Illinois, Congressional District 10 (113th - current)",High school diploma or GED,"128,000",35.4,33.9,36.8
"Illinois, Congressional District 10 (113th - current)",Associate's Degree,"22,000",6.1,5.4,6.8
"Illinois, Congressional District 10 (113th - current)",Bachelor's Degree,"101,000",27.8,26.6,29.0
"Illinois, Congressional District 10 (113th - current)",Graduate Degree,"75,000",20.7,19.8,21.7
"Illinois, Congressional District 11 (113th - current)",Not a high school graduate,"48,000",12.6,11.7,13.5
"Illinois, Congressional District 11 (113th - current)",High school diploma or GED,"163,000",42.5,41.1,43.9
"Illinois, Congressional District 11 (113th - current)",Associate's Degree,"31,000",8.1,7.4,8.8
"Illinois, Congressional District 11 (113th - current)",Bachelor's Degree,"92,000",23.9,22.8,24.9
"Illinois, Congressional District 11 (113th - current)",Graduate Degree,"49,000",12.9,12.0,13.8
"Illinois, Congressional District 12 (113th - current)",Not a high school graduate,"33,000",9.1,8.2,9.9
"Illinois, Congressional District 12 (113th - current)",High school diploma or GED,"193,000",53.8,52.0,55.6
"Illinois, Congressional District 12 (113th - current)",Associate's Degree,"44,000",12.3,11.3,13.2
"Illinois, Congressional District 12 (113th - current)",Bachelor's Degree,"54,000",14.9,13.9,15.8
"Illinois, Congressional District 12 (113th - current)",Graduate Degree,"36,000",10.0,9.2,10.7
"Illinois, Congressional District 13 (113th - current)",Not a high school graduate,"27,000",8.0,7.2,8.8
"Illinois, Congressional District 13 (113th - current)",High school diploma or GED,"173,000",50.7,49.2,52.3
"Illinois, Congressional District 13 (113th - current)",Associate's Degree,"34,000",10.1,9.4,10.9
"Illinois, Congressional District 13 (113th - current)",Bachelor's Degree,"62,000",18.2,17.2,19.3
"Illinois, Congressional District 13 (113th - current)",Graduate Degree,"44,000",12.9,12.1,13.7
"Illinois, Congressional District 14 (113th - current)",Not a high school graduate,"20,000",5.0,4.2,5.7
"Illinois, Congressional District 14 (113th - current)",High school diploma or GED,"159,000",40.5,39.0,42.0
"Illinois, Congressional District 14 (113th - current)",Associate's Degree,"38,000",9.7,8.9,10.5
"Illinois, Congressional District 14 (113th - current)",Bachelor's Degree,"111,000",28.2,26.9,29.5
"Illinois, Congressional District 14 (113th - current)",Graduate Degree,"65,000",16.7,15.6,17.7
"Illinois, Congressional District 15 (113th - current)",Not a high school graduate,"29,000",8.5,7.8,9.1
"Illinois, Congressional District 15 (113th - current)",High school diploma or GED,"194,000",55.8,54.3,57.3
"Illinois, Congressional District 15 (113th - current)",Associate's Degree,"50,000",14.3,13.5,15.1
"Illinois, Congressional District 15 (113th - current)",Bachelor's Degree,"50,000",14.3,13.4,15.1
"Illinois, Congressional District 15 (113th - current)",Graduate Degree,"25,000",7.2,6.6,7.8
"Illinois, Congressional District 16 (113th - current)",Not a high school graduate,"30,000",8.7,8.0,9.5
"Illinois, Congressional District 16 (113th - current)",High school diploma or GED,"191,000",54.8,53.3,56.3
"Illinois, Congressional District 16 (113th - current)",Associate's Degree,"39,000",11.1,10.3,12.0
"Illinois, Congressional District 16 (113th - current)",Bachelor's Degree,"58,000",16.7,15.7,17.7
"Illinois, Congressional District 16 (113th - current)",Graduate Degree,"30,000",8.6,7.9,9.3
"Illinois, Congressional District 17 (113th - current)",Not a high school graduate,"36,000",10.5,9.7,11.4
"Illinois, Congressional District 17 (113th - current)",High school diploma or GED,"199,000",58.3,56.7,59.8
"Illinois, Congressional District 17 (113th - current)",Associate's Degree,"37,000",10.8,10.1,11.6
"Illinois, Congressional District 17 (113th - current)",Bachelor's Degree,"48,000",14.0,13.2,14.8
"Illinois, Congressional District 17 (113th - current)",Graduate Degree,"22,000",6.4,5.8,7.0
"Illinois, Congressional District 18 (113th - current)",Not a high school graduate,"15,000",4.3,3.8,4.7
"Illinois, Congressional District 18 (113th - current)",High school diploma or GED,"170,000",48.4,47.0,49.7
"Illinois, Congressional District 18 (113th - current)",Associate's Degree,"39,000",11.1,10.4,11.8
"Illinois, Congressional District 18 (113th - current)",Bachelor's Degree,"80,000",22.8,21.8,23.8
"Illinois, Congressional District 18 (113th - current)",Graduate Degree,"47,000",13.4,12.6,14.2
"Indiana, Congressional District 1 (113th - current)",Not a high school graduate,"31,000",8.5,7.7,9.2
"Indiana, Congressional District 1 (113th - current)",High school diploma or GED,"211,000",56.9,55.2,58.5
"Indiana, Congressional District 1 (113th - current)",Associate's Degree,"35,000",9.5,8.7,10.3
"Indiana, Congressional District 1 (113th - current)",Bachelor's Degree,"62,000",16.8,15.8,17.8
"Indiana, Congressional District 1 (113th - current)",Graduate Degree,"31,000",8.4,7.7,9.1
"Indiana, Congressional District 2 (113th - current)",Not a high school graduate,"48,000",13.4,12.5,14.4
"Indiana, Congressional District 2 (113th - current)",High school diploma or GED,"188,000",52.4,50.8,54.0
"Indiana, Congressional District 2 (113th - current)",Associate's Degree,"35,000",9.8,9.0,10.6
"Indiana, Congressional District 2 (113th - current)",Bachelor's Degree,"59,000",16.5,15.6,17.4
"Indiana, Congressional District 2 (113th - current)",Graduate Degree,"28,000",7.9,7.3,8.5
