REGION,Educational Attainment," NUMBER OF PERSONS
AGES 25-64
2019 ","PERCENT OF PERSONS
AGES 25-64
2019","90% CONFIDENCE INTERVAL
(LOWER BOUND OF THE PERCENT)
2019","90% CONFIDENCE INTERVAL 
(UPPER BOUND OF THE PERCENT)
2019"
"Hawaii, Congressional District 1 (113th - current)",Bachelor's Degree,"99,000",26.2,24.9,27.4
"Hawaii, Congressional District 1 (113th - current)",Graduate Degree,"49,000",13.0,12.0,13.9
"Hawaii, Congressional District 2 (113th - current)",Not a high school graduate,"19,000",5.6,4.8,6.3
"Hawaii, Congressional District 2 (113th - current)",High school diploma or GED,"190,000",54.6,52.7,56.4
"Hawaii, Congressional District 2 (113th - current)",Associate's Degree,"37,000",10.7,9.8,11.6
"Hawaii, Congressional District 2 (113th - current)",Bachelor's Degree,"70,000",20.2,19.1,21.2
"Hawaii, Congressional District 2 (113th - current)",Graduate Degree,"31,000",9.0,8.2,9.7
"Idaho, Congressional District 1 (113th - current)",Not a high school graduate,"38,000",8.2,7.4,8.9
"Idaho, Congressional District 1 (113th - current)",High school diploma or GED,"246,000",52.8,51.1,54.5
"Idaho, Congressional District 1 (113th - current)",Associate's Degree,"56,000",12.0,11.1,12.9
"Idaho, Congressional District 1 (113th - current)",Bachelor's Degree,"86,000",18.4,17.3,19.5
"Idaho, Congressional District 1 (113th - current)",Graduate Degree,"40,000",8.6,7.8,9.4
"Idaho, Congressional District 2 (113th - current)",Not a high school graduate,"37,000",8.8,8.0,9.6
"Idaho, Congressional District 2 (113th - current)",High school diploma or GED,"207,000",49.7,48.1,51.3
"Idaho, Congressional District 2 (113th - current)",Associate's Degree,"43,000",10.3,9.4,11.1
"Idaho, Congressional District 2 (113th - current)",Bachelor's Degree,"87,000",20.9,19.8,22.0
"Idaho, Congressional District 2 (113th - current)",Graduate Degree,"43,000",10.3,9.5,11.1
"Illinois, Congressional District 1 (113th - current)",Not a high school graduate,"35,000",9.4,8.5,10.2
"Illinois, Congressional District 1 (113th - current)",High school diploma or GED,"176,000",47.6,45.9,49.4
"Illinois, Congressional District 1 (113th - current)",Associate's Degree,"33,000",8.9,8.1,9.8
"Illinois, Congressional District 1 (113th - current)",Bachelor's Degree,"77,000",20.8,19.6,22.0
"Illinois, Congressional District 1 (113th - current)",Graduate Degree,"49,000",13.3,12.4,14.3
"Illinois, Congressional District 2 (113th - current)",Not a high school graduate,"34,000",9.8,8.7,10.8
"Illinois, Congressional District 2 (113th - current)",High school diploma or GED,"202,000",57.6,55.7,59.4
"Illinois, Congressional District 2 (113th - current)",Associate's Degree,"30,000",8.6,7.8,9.5
"Illinois, Congressional District 2 (113th - current)",Bachelor's Degree,"56,000",16.0,14.7,17.3
"Illinois, Congressional District 2 (113th - current)",Graduate Degree,"28,000",8.1,7.3,8.9
"Illinois, Congressional District 3 (113th - current)",Not a high school graduate,"40,000",10.9,10.0,11.9
"Illinois, Congressional District 3 (113th - current)",High school diploma or GED,"172,000",46.5,44.9,48.2
"Illinois, Congressional District 3 (113th - current)",Associate's Degree,"33,000",9.0,8.2,9.8
"Illinois, Congressional District 3 (113th - current)",Bachelor's Degree,"83,000",22.5,21.4,23.5
"Illinois, Congressional District 3 (113th - current)",Graduate Degree,"41,000",11.1,10.3,11.9
"Illinois, Congressional District 4 (113th - current)",Not a high school graduate,"79,000",21.0,19.7,22.3
"Illinois, Congressional District 4 (113th - current)",High school diploma or GED,"160,000",42.4,40.8,43.9
"Illinois, Congressional District 4 (113th - current)",Associate's Degree,"24,000",6.4,5.7,7.1
"Illinois, Congressional District 4 (113th - current)",Bachelor's Degree,"75,000",20.0,19.0,20.9
"Illinois, Congressional District 4 (113th - current)",Graduate Degree,"39,000",10.3,9.6,11.1
"Illinois, Congressional District 5 (113th - current)",Not a high school graduate,"24,000",5.4,4.7,6.1
"Illinois, Congressional District 5 (113th - current)",High school diploma or GED,"119,000",27.0,25.8,28.3
"Illinois, Congressional District 5 (113th - current)",Associate's Degree,"25,000",5.7,5.1,6.4
"Illinois, Congressional District 5 (113th - current)",Bachelor's Degree,"162,000",36.9,35.7,38.0
"Illinois, Congressional District 5 (113th - current)",Graduate Degree,"109,000",24.9,24.0,25.9
"Illinois, Congressional District 6 (113th - current)",Not a high school graduate,"14,000",3.8,3.2,4.4
"Illinois, Congressional District 6 (113th - current)",High school diploma or GED,"118,000",31.7,30.4,33.1
"Illinois, Congressional District 6 (113th - current)",Associate's Degree,"31,000",8.2,7.5,8.9
"Illinois, Congressional District 6 (113th - current)",Bachelor's Degree,"129,000",34.4,33.2,35.6
"Illinois, Congressional District 6 (113th - current)",Graduate Degree,"81,000",21.8,20.9,22.8
"Illinois, Congressional District 7 (113th - current)",Not a high school graduate,"43,000",10.3,9.5,11.2
"Illinois, Congressional District 7 (113th - current)",High school diploma or GED,"148,000",35.7,34.2,37.2
"Illinois, Congressional District 7 (113th - current)",Associate's Degree,"22,000",5.2,4.5,6.0
"Illinois, Congressional District 7 (113th - current)",Bachelor's Degree,"108,000",26.1,24.8,27.4
"Illinois, Congressional District 7 (113th - current)",Graduate Degree,"94,000",22.7,21.5,23.9
"Illinois, Congressional District 8 (113th - current)",Not a high school graduate,"45,000",11.6,10.6,12.6
"Illinois, Congressional District 8 (113th - current)",High school diploma or GED,"170,000",43.6,42.1,45.2
"Illinois, Congressional District 8 (113th - current)",Associate's Degree,"34,000",8.8,8.0,9.6
"Illinois, Congressional District 8 (113th - current)",Bachelor's Degree,"91,000",23.3,22.2,24.4
"Illinois, Congressional District 8 (113th - current)",Graduate Degree,"50,000",12.7,11.9,13.5
"Illinois, Congressional District 9 (113th - current)",Not a high school graduate,"27,000",7.0,6.1,7.9
"Illinois, Congressional District 9 (113th - current)",High school diploma or GED,"103,000",27.0,25.6,28.5
"Illinois, Congressional District 9 (113th - current)",Associate's Degree,"25,000",6.7,5.9,7.4
"Illinois, Congressional District 9 (113th - current)",Bachelor's Degree,"128,000",33.7,32.5,34.9
"Illinois, Congressional District 9 (113th - current)",Graduate Degree,"97,000",25.6,24.5,26.6
"Illinois, Congressional District 10 (113th - current)",Not a high school graduate,"40,000",11.0,9.9,12.0
"Illinois, Congressional District 10 (113th - current)",High school diploma or GED,"135,000",37.5,35.9,39.0
"Illinois, Congressional District 10 (113th - current)",Associate's Degree,"24,000",6.6,5.8,7.3
"Illinois, Congressional District 10 (113th - current)",Bachelor's Degree,"94,000",26.0,24.8,27.2
"Illinois, Congressional District 10 (113th - current)",Graduate Degree,"68,000",19.0,18.0,19.9
"Illinois, Congressional District 11 (113th - current)",Not a high school graduate,"46,000",11.9,10.9,12.9
"Illinois, Congressional District 11 (113th - current)",High school diploma or GED,"160,000",41.7,40.1,43.4
"Illinois, Congressional District 11 (113th - current)",Associate's Degree,"30,000",7.7,7.0,8.5
"Illinois, Congressional District 11 (113th - current)",Bachelor's Degree,"96,000",25.0,23.8,26.2
"Illinois, Congressional District 11 (113th - current)",Graduate Degree,"52,000",13.6,12.7,14.5
"Illinois, Congressional District 12 (113th - current)",Not a high school graduate,"30,000",8.6,7.8,9.4
"Illinois, Congressional District 12 (113th - current)",High school diploma or GED,"194,000",55.1,53.3,56.9
"Illinois, Congressional District 12 (113th - current)",Associate's Degree,"39,000",11.1,10.2,11.9
"Illinois, Congressional District 12 (113th - current)",Bachelor's Degree,"55,000",15.6,14.6,16.7
"Illinois, Congressional District 12 (113th - current)",Graduate Degree,"34,000",9.6,8.8,10.5
"Illinois, Congressional District 13 (113th - current)",Not a high school graduate,"24,000",7.1,6.2,7.9
"Illinois, Congressional District 13 (113th - current)",High school diploma or GED,"167,000",49.6,48.0,51.2
"Illinois, Congressional District 13 (113th - current)",Associate's Degree,"32,000",9.6,8.8,10.3
"Illinois, Congressional District 13 (113th - current)",Bachelor's Degree,"70,000",20.6,19.5,21.8
"Illinois, Congressional District 13 (113th - current)",Graduate Degree,"44,000",13.1,12.1,14.0
"Illinois, Congressional District 14 (113th - current)",Not a high school graduate,"20,000",5.1,4.3,5.9
"Illinois, Congressional District 14 (113th - current)",High school diploma or GED,"152,000",39.8,38.2,41.3
"Illinois, Congressional District 14 (113th - current)",Associate's Degree,"34,000",9.0,8.2,9.9
"Illinois, Congressional District 14 (113th - current)",Bachelor's Degree,"114,000",30.0,28.6,31.3
"Illinois, Congressional District 14 (113th - current)",Graduate Degree,"61,000",16.1,15.1,17.1
"Illinois, Congressional District 15 (113th - current)",Not a high school graduate,"30,000",8.7,8.0,9.4
"Illinois, Congressional District 15 (113th - current)",High school diploma or GED,"187,000",53.9,52.6,55.2
"Illinois, Congressional District 15 (113th - current)",Associate's Degree,"50,000",14.4,13.6,15.2
"Illinois, Congressional District 15 (113th - current)",Bachelor's Degree,"53,000",15.2,14.4,16.0
"Illinois, Congressional District 15 (113th - current)",Graduate Degree,"27,000",7.8,7.2,8.3
"Illinois, Congressional District 16 (113th - current)",Not a high school graduate,"29,000",8.3,7.4,9.1
"Illinois, Congressional District 16 (113th - current)",High school diploma or GED,"195,000",55.7,54.1,57.4
"Illinois, Congressional District 16 (113th - current)",Associate's Degree,"40,000",11.3,10.5,12.1
"Illinois, Congressional District 16 (113th - current)",Bachelor's Degree,"56,000",16.2,15.1,17.2
"Illinois, Congressional District 16 (113th - current)",Graduate Degree,"30,000",8.5,7.8,9.2
"Illinois, Congressional District 17 (113th - current)",Not a high school graduate,"37,000",11.1,10.2,12.0
"Illinois, Congressional District 17 (113th - current)",High school diploma or GED,"188,000",56.9,55.3,58.5
"Illinois, Congressional District 17 (113th - current)",Associate's Degree,"38,000",11.4,10.6,12.2
"Illinois, Congressional District 17 (113th - current)",Bachelor's Degree,"46,000",13.9,13.0,14.7
"Illinois, Congressional District 17 (113th - current)",Graduate Degree,"22,000",6.7,6.2,7.3
"Illinois, Congressional District 18 (113th - current)",Not a high school graduate,"18,000",5.3,4.7,5.8
"Illinois, Congressional District 18 (113th - current)",High school diploma or GED,"165,000",47.7,46.2,49.2
"Illinois, Congressional District 18 (113th - current)",Associate's Degree,"36,000",10.5,9.7,11.3
"Illinois, Congressional District 18 (113th - current)",Bachelor's Degree,"83,000",24.0,23.0,25.0
"Illinois, Congressional District 18 (113th - current)",Graduate Degree,"43,000",12.5,11.6,13.4
"Indiana, Congressional District 1 (113th - current)",Not a high school graduate,"30,000",8.0,7.3,8.8
"Indiana, Congressional District 1 (113th - current)",High school diploma or GED,"216,000",58.3,56.4,60.1
"Indiana, Congressional District 1 (113th - current)",Associate's Degree,"35,000",9.6,8.8,10.4
"Indiana, Congressional District 1 (113th - current)",Bachelor's Degree,"61,000",16.5,15.5,17.5
"Indiana, Congressional District 1 (113th - current)",Graduate Degree,"28,000",7.6,6.9,8.4
"Indiana, Congressional District 2 (113th - current)",Not a high school graduate,"46,000",12.9,11.9,14.0
"Indiana, Congressional District 2 (113th - current)",High school diploma or GED,"196,000",55.1,53.3,56.9
"Indiana, Congressional District 2 (113th - current)",Associate's Degree,"32,000",9.1,8.3,9.9
"Indiana, Congressional District 2 (113th - current)",Bachelor's Degree,"55,000",15.5,14.5,16.4
"Indiana, Congressional District 2 (113th - current)",Graduate Degree,"26,000",7.4,6.8,8.1
"Indiana, Congressional District 3 (113th - current)",Not a high school graduate,"47,000",12.5,11.6,13.4
"Indiana, Congressional District 3 (113th - current)",High school diploma or GED,"193,000",51.2,49.6,52.7
"Indiana, Congressional District 3 (113th - current)",Associate's Degree,"40,000",10.7,9.9,11.4
"Indiana, Congressional District 3 (113th - current)",Bachelor's Degree,"69,000",18.3,17.3,19.2
"Indiana, Congressional District 3 (113th - current)",Graduate Degree,"28,000",7.4,6.7,8.0
"Indiana, Congressional District 4 (113th - current)",Not a high school graduate,"37,000",9.7,8.8,10.6
"Indiana, Congressional District 4 (113th - current)",High school diploma or GED,"202,000",53.2,51.6,54.9
"Indiana, Congressional District 4 (113th - current)",Associate's Degree,"34,000",8.9,8.2,9.7
"Indiana, Congressional District 4 (113th - current)",Bachelor's Degree,"71,000",18.7,17.6,19.7
"Indiana, Congressional District 4 (113th - current)",Graduate Degree,"36,000",9.5,8.7,10.3
"Indiana, Congressional District 5 (113th - current)",Not a high school graduate,"21,000",5.2,4.5,5.8
"Indiana, Congressional District 5 (113th - current)",High school diploma or GED,"145,000",34.8,33.4,36.2
"Indiana, Congressional District 5 (113th - current)",Associate's Degree,"37,000",8.9,8.0,9.8
"Indiana, Congressional District 5 (113th - current)",Bachelor's Degree,"138,000",33.1,31.9,34.4
"Indiana, Congressional District 5 (113th - current)",Graduate Degree,"75,000",18.1,16.9,19.2
"Indiana, Congressional District 6 (113th - current)",Not a high school graduate,"35,000",9.7,8.9,10.5
"Indiana, Congressional District 6 (113th - current)",High school diploma or GED,"205,000",56.4,54.7,58.0
"Indiana, Congressional District 6 (113th - current)",Associate's Degree,"38,000",10.4,9.6,11.2
"Indiana, Congressional District 6 (113th - current)",Bachelor's Degree,"59,000",16.3,15.2,17.3
"Indiana, Congressional District 6 (113th - current)",Graduate Degree,"27,000",7.3,6.6,8.0
"Indiana, Congressional District 7 (113th - current)",Not a high school graduate,"61,000",14.8,13.6,16.1
"Indiana, Congressional District 7 (113th - current)",High school diploma or GED,"206,000",50.5,48.4,52.5
"Indiana, Congressional District 7 (113th - current)",Associate's Degree,"33,000",8.1,7.3,8.8
"Indiana, Congressional District 7 (113th - current)",Bachelor's Degree,"73,000",17.8,16.6,19.0
"Indiana, Congressional District 7 (113th - current)",Graduate Degree,"36,000",8.8,8.0,9.7
"Indiana, Congressional District 8 (113th - current)",Not a high school graduate,"33,000",9.1,8.3,9.9
"Indiana, Congressional District 8 (113th - current)",High school diploma or GED,"197,000",54.7,53.0,56.3
"Indiana, Congressional District 8 (113th - current)",Associate's Degree,"46,000",12.9,12.0,13.7
"Indiana, Congressional District 8 (113th - current)",Bachelor's Degree,"59,000",16.5,15.5,17.5
"Indiana, Congressional District 8 (113th - current)",Graduate Degree,"25,000",6.9,6.2,7.6
"Indiana, Congressional District 9 (113th - current)",Not a high school graduate,"28,000",7.2,6.4,8.0
"Indiana, Congressional District 9 (113th - current)",High school diploma or GED,"206,000",53.5,51.8,55.2
"Indiana, Congressional District 9 (113th - current)",Associate's Degree,"40,000",10.5,9.6,11.3
"Indiana, Congressional District 9 (113th - current)",Bachelor's Degree,"73,000",19.0,18.0,20.1
