REGION,Educational Attainment," NUMBER OF PERSONS
AGES 25-64
2017 ","PERCENT OF PERSONS
AGES 25-64
2017","90% CONFIDENCE INTERVAL
(LOWER BOUND OF THE PERCENT)
2017","90% CONFIDENCE INTERVAL 
(UPPER BOUND OF THE PERCENT)
2017"
"Georgia, Congressional District 7 (113th - current)",Bachelor's Degree,"130,000",29.8,28.7,30.9
"Georgia, Congressional District 7 (113th - current)",Graduate Degree,"63,000",14.4,13.5,15.4
"Georgia, Congressional District 8 (113th - current)",Not a high school graduate,"49,000",13.6,12.5,14.7
"Georgia, Congressional District 8 (113th - current)",High school diploma or GED,"189,000",52.7,50.9,54.6
"Georgia, Congressional District 8 (113th - current)",Associate's Degree,"34,000",9.5,8.7,10.4
"Georgia, Congressional District 8 (113th - current)",Bachelor's Degree,"52,000",14.6,13.6,15.7
"Georgia, Congressional District 8 (113th - current)",Graduate Degree,"34,000",9.5,8.7,10.3
"Georgia, Congressional District 9 (113th - current)",Not a high school graduate,"64,000",16.9,15.7,18.0
"Georgia, Congressional District 9 (113th - current)",High school diploma or GED,"195,000",51.5,49.7,53.2
"Georgia, Congressional District 9 (113th - current)",Associate's Degree,"30,000",7.9,7.1,8.6
"Georgia, Congressional District 9 (113th - current)",Bachelor's Degree,"57,000",15.1,14.2,16.0
"Georgia, Congressional District 9 (113th - current)",Graduate Degree,"33,000",8.6,7.9,9.3
"Georgia, Congressional District 10 (113th - current)",Not a high school graduate,"40,000",11.1,10.1,12.0
"Georgia, Congressional District 10 (113th - current)",High school diploma or GED,"195,000",53.3,51.7,54.9
"Georgia, Congressional District 10 (113th - current)",Associate's Degree,"31,000",8.5,7.7,9.2
"Georgia, Congressional District 10 (113th - current)",Bachelor's Degree,"61,000",16.7,15.6,17.7
"Georgia, Congressional District 10 (113th - current)",Graduate Degree,"38,000",10.4,9.6,11.3
"Georgia, Congressional District 11 (113th - current)",Not a high school graduate,"34,000",8.0,7.1,8.9
"Georgia, Congressional District 11 (113th - current)",High school diploma or GED,"174,000",41.0,39.3,42.6
"Georgia, Congressional District 11 (113th - current)",Associate's Degree,"34,000",8.0,7.2,8.9
"Georgia, Congressional District 11 (113th - current)",Bachelor's Degree,"121,000",28.4,27.1,29.8
"Georgia, Congressional District 11 (113th - current)",Graduate Degree,"62,000",14.6,13.7,15.5
"Georgia, Congressional District 12 (113th - current)",Not a high school graduate,"56,000",15.4,14.2,16.5
"Georgia, Congressional District 12 (113th - current)",High school diploma or GED,"190,000",52.3,50.4,54.2
"Georgia, Congressional District 12 (113th - current)",Associate's Degree,"36,000",10.0,9.1,10.9
"Georgia, Congressional District 12 (113th - current)",Bachelor's Degree,"52,000",14.2,13.1,15.4
"Georgia, Congressional District 12 (113th - current)",Graduate Degree,"30,000",8.1,7.3,8.9
"Georgia, Congressional District 13 (113th - current)",Not a high school graduate,"40,000",9.9,8.9,10.9
"Georgia, Congressional District 13 (113th - current)",High school diploma or GED,"208,000",51.4,49.4,53.5
"Georgia, Congressional District 13 (113th - current)",Associate's Degree,"36,000",8.9,7.9,9.8
"Georgia, Congressional District 13 (113th - current)",Bachelor's Degree,"75,000",18.4,17.1,19.8
"Georgia, Congressional District 13 (113th - current)",Graduate Degree,"46,000",11.4,10.3,12.5
"Georgia, Congressional District 14 (113th - current)",Not a high school graduate,"72,000",19.2,17.9,20.6
"Georgia, Congressional District 14 (113th - current)",High school diploma or GED,"208,000",55.9,54.1,57.6
"Georgia, Congressional District 14 (113th - current)",Associate's Degree,"29,000",7.8,7.0,8.6
"Georgia, Congressional District 14 (113th - current)",Bachelor's Degree,"39,000",10.6,9.7,11.5
"Georgia, Congressional District 14 (113th - current)",Graduate Degree,"24,000",6.5,5.8,7.2
"Hawaii, Congressional District 1 (113th - current)",Not a high school graduate,"25,000",6.6,5.9,7.3
"Hawaii, Congressional District 1 (113th - current)",High school diploma or GED,"165,000",43.3,41.8,44.9
"Hawaii, Congressional District 1 (113th - current)",Associate's Degree,"48,000",12.5,11.7,13.4
"Hawaii, Congressional District 1 (113th - current)",Bachelor's Degree,"96,000",25.1,24.1,26.2
"Hawaii, Congressional District 1 (113th - current)",Graduate Degree,"47,000",12.4,11.6,13.2
"Hawaii, Congressional District 2 (113th - current)",Not a high school graduate,"20,000",5.4,4.8,6.1
"Hawaii, Congressional District 2 (113th - current)",High school diploma or GED,"200,000",55.1,53.4,56.8
"Hawaii, Congressional District 2 (113th - current)",Associate's Degree,"38,000",10.5,9.7,11.3
"Hawaii, Congressional District 2 (113th - current)",Bachelor's Degree,"71,000",19.7,18.7,20.8
"Hawaii, Congressional District 2 (113th - current)",Graduate Degree,"33,000",9.2,8.5,9.9
"Idaho, Congressional District 1 (113th - current)",Not a high school graduate,"38,000",8.5,7.6,9.4
"Idaho, Congressional District 1 (113th - current)",High school diploma or GED,"245,000",55.0,53.2,56.7
"Idaho, Congressional District 1 (113th - current)",Associate's Degree,"47,000",10.6,9.7,11.5
"Idaho, Congressional District 1 (113th - current)",Bachelor's Degree,"81,000",18.1,17.1,19.2
"Idaho, Congressional District 1 (113th - current)",Graduate Degree,"35,000",7.8,7.0,8.6
"Idaho, Congressional District 2 (113th - current)",Not a high school graduate,"37,000",9.1,8.3,9.9
"Idaho, Congressional District 2 (113th - current)",High school diploma or GED,"211,000",52.0,50.4,53.7
"Idaho, Congressional District 2 (113th - current)",Associate's Degree,"43,000",10.5,9.7,11.4
"Idaho, Congressional District 2 (113th - current)",Bachelor's Degree,"79,000",19.4,18.4,20.4
"Idaho, Congressional District 2 (113th - current)",Graduate Degree,"36,000",8.9,8.3,9.6
"Illinois, Congressional District 1 (113th - current)",Not a high school graduate,"36,000",9.6,8.7,10.6
"Illinois, Congressional District 1 (113th - current)",High school diploma or GED,"197,000",52.4,50.7,54.2
"Illinois, Congressional District 1 (113th - current)",Associate's Degree,"34,000",9.0,8.2,9.8
"Illinois, Congressional District 1 (113th - current)",Bachelor's Degree,"66,000",17.6,16.6,18.6
"Illinois, Congressional District 1 (113th - current)",Graduate Degree,"42,000",11.3,10.5,12.1
"Illinois, Congressional District 2 (113th - current)",Not a high school graduate,"33,000",9.3,8.5,10.1
"Illinois, Congressional District 2 (113th - current)",High school diploma or GED,"210,000",58.8,57.1,60.6
"Illinois, Congressional District 2 (113th - current)",Associate's Degree,"34,000",9.4,8.6,10.3
"Illinois, Congressional District 2 (113th - current)",Bachelor's Degree,"52,000",14.5,13.4,15.6
"Illinois, Congressional District 2 (113th - current)",Graduate Degree,"28,000",7.9,7.2,8.7
"Illinois, Congressional District 3 (113th - current)",Not a high school graduate,"48,000",12.4,11.5,13.3
"Illinois, Congressional District 3 (113th - current)",High school diploma or GED,"180,000",47.0,45.5,48.5
"Illinois, Congressional District 3 (113th - current)",Associate's Degree,"32,000",8.3,7.5,9.0
"Illinois, Congressional District 3 (113th - current)",Bachelor's Degree,"80,000",20.9,19.9,21.9
"Illinois, Congressional District 3 (113th - current)",Graduate Degree,"44,000",11.4,10.7,12.2
"Illinois, Congressional District 4 (113th - current)",Not a high school graduate,"98,000",24.6,23.4,25.9
"Illinois, Congressional District 4 (113th - current)",High school diploma or GED,"171,000",43.0,41.6,44.3
"Illinois, Congressional District 4 (113th - current)",Associate's Degree,"23,000",5.9,5.3,6.5
"Illinois, Congressional District 4 (113th - current)",Bachelor's Degree,"72,000",18.1,17.2,19.1
"Illinois, Congressional District 4 (113th - current)",Graduate Degree,"33,000",8.4,7.8,9.0
"Illinois, Congressional District 5 (113th - current)",Not a high school graduate,"23,000",5.3,4.8,5.9
"Illinois, Congressional District 5 (113th - current)",High school diploma or GED,"125,000",28.9,27.7,30.0
"Illinois, Congressional District 5 (113th - current)",Associate's Degree,"24,000",5.6,5.1,6.1
"Illinois, Congressional District 5 (113th - current)",Bachelor's Degree,"162,000",37.4,36.1,38.7
"Illinois, Congressional District 5 (113th - current)",Graduate Degree,"99,000",22.8,21.9,23.7
"Illinois, Congressional District 6 (113th - current)",Not a high school graduate,"17,000",4.4,3.8,5.1
"Illinois, Congressional District 6 (113th - current)",High school diploma or GED,"120,000",31.1,29.7,32.5
"Illinois, Congressional District 6 (113th - current)",Associate's Degree,"29,000",7.5,6.8,8.2
"Illinois, Congressional District 6 (113th - current)",Bachelor's Degree,"135,000",35.0,33.8,36.2
"Illinois, Congressional District 6 (113th - current)",Graduate Degree,"85,000",21.9,21.0,22.9
"Illinois, Congressional District 7 (113th - current)",Not a high school graduate,"42,000",10.6,9.8,11.4
"Illinois, Congressional District 7 (113th - current)",High school diploma or GED,"144,000",36.9,35.4,38.3
"Illinois, Congressional District 7 (113th - current)",Associate's Degree,"23,000",5.9,5.2,6.5
"Illinois, Congressional District 7 (113th - current)",Bachelor's Degree,"100,000",25.4,24.2,26.7
"Illinois, Congressional District 7 (113th - current)",Graduate Degree,"83,000",21.3,20.1,22.4
"Illinois, Congressional District 8 (113th - current)",Not a high school graduate,"51,000",13.0,12.0,14.0
"Illinois, Congressional District 8 (113th - current)",High school diploma or GED,"173,000",44.7,43.2,46.2
"Illinois, Congressional District 8 (113th - current)",Associate's Degree,"30,000",7.7,7.0,8.4
"Illinois, Congressional District 8 (113th - current)",Bachelor's Degree,"89,000",22.9,21.9,23.8
"Illinois, Congressional District 8 (113th - current)",Graduate Degree,"45,000",11.7,11.0,12.4
"Illinois, Congressional District 9 (113th - current)",Not a high school graduate,"26,000",6.6,5.8,7.5
"Illinois, Congressional District 9 (113th - current)",High school diploma or GED,"117,000",29.8,28.4,31.1
"Illinois, Congressional District 9 (113th - current)",Associate's Degree,"24,000",6.2,5.5,6.8
"Illinois, Congressional District 9 (113th - current)",Bachelor's Degree,"134,000",34.1,32.9,35.4
"Illinois, Congressional District 9 (113th - current)",Graduate Degree,"91,000",23.3,22.4,24.2
"Illinois, Congressional District 10 (113th - current)",Not a high school graduate,"39,000",10.5,9.6,11.3
"Illinois, Congressional District 10 (113th - current)",High school diploma or GED,"136,000",37.0,35.4,38.5
"Illinois, Congressional District 10 (113th - current)",Associate's Degree,"25,000",6.8,6.1,7.4
"Illinois, Congressional District 10 (113th - current)",Bachelor's Degree,"95,000",26.0,24.9,27.1
"Illinois, Congressional District 10 (113th - current)",Graduate Degree,"73,000",19.8,18.8,20.8
"Illinois, Congressional District 11 (113th - current)",Not a high school graduate,"52,000",13.6,12.5,14.8
"Illinois, Congressional District 11 (113th - current)",High school diploma or GED,"161,000",41.9,40.4,43.5
"Illinois, Congressional District 11 (113th - current)",Associate's Degree,"31,000",8.1,7.3,8.8
"Illinois, Congressional District 11 (113th - current)",Bachelor's Degree,"89,000",23.2,22.1,24.3
"Illinois, Congressional District 11 (113th - current)",Graduate Degree,"51,000",13.2,12.4,14.0
"Illinois, Congressional District 12 (113th - current)",Not a high school graduate,"32,000",8.9,8.2,9.6
"Illinois, Congressional District 12 (113th - current)",High school diploma or GED,"202,000",55.5,53.8,57.3
"Illinois, Congressional District 12 (113th - current)",Associate's Degree,"42,000",11.5,10.7,12.3
"Illinois, Congressional District 12 (113th - current)",Bachelor's Degree,"53,000",14.5,13.6,15.5
"Illinois, Congressional District 12 (113th - current)",Graduate Degree,"35,000",9.6,8.8,10.3
"Illinois, Congressional District 13 (113th - current)",Not a high school graduate,"21,000",6.3,5.7,6.9
"Illinois, Congressional District 13 (113th - current)",High school diploma or GED,"170,000",50.4,48.8,51.9
"Illinois, Congressional District 13 (113th - current)",Associate's Degree,"34,000",10.1,9.2,10.9
"Illinois, Congressional District 13 (113th - current)",Bachelor's Degree,"66,000",19.7,18.7,20.8
"Illinois, Congressional District 13 (113th - current)",Graduate Degree,"45,000",13.5,12.6,14.3
"Illinois, Congressional District 14 (113th - current)",Not a high school graduate,"25,000",6.3,5.5,7.1
"Illinois, Congressional District 14 (113th - current)",High school diploma or GED,"163,000",41.4,39.7,43.2
"Illinois, Congressional District 14 (113th - current)",Associate's Degree,"34,000",8.6,7.9,9.4
"Illinois, Congressional District 14 (113th - current)",Bachelor's Degree,"115,000",29.2,27.9,30.4
"Illinois, Congressional District 14 (113th - current)",Graduate Degree,"57,000",14.4,13.5,15.4
"Illinois, Congressional District 15 (113th - current)",Not a high school graduate,"33,000",9.4,8.7,10.1
"Illinois, Congressional District 15 (113th - current)",High school diploma or GED,"195,000",54.9,53.6,56.3
"Illinois, Congressional District 15 (113th - current)",Associate's Degree,"52,000",14.6,13.9,15.4
"Illinois, Congressional District 15 (113th - current)",Bachelor's Degree,"51,000",14.5,13.7,15.3
"Illinois, Congressional District 15 (113th - current)",Graduate Degree,"23,000",6.6,6.0,7.2
"Illinois, Congressional District 16 (113th - current)",Not a high school graduate,"29,000",8.2,7.5,9.0
"Illinois, Congressional District 16 (113th - current)",High school diploma or GED,"205,000",58.2,56.7,59.8
"Illinois, Congressional District 16 (113th - current)",Associate's Degree,"41,000",11.5,10.8,12.2
"Illinois, Congressional District 16 (113th - current)",Bachelor's Degree,"50,000",14.3,13.4,15.2
"Illinois, Congressional District 16 (113th - current)",Graduate Degree,"27,000",7.7,7.1,8.4
"Illinois, Congressional District 17 (113th - current)",Not a high school graduate,"40,000",11.5,10.7,12.3
"Illinois, Congressional District 17 (113th - current)",High school diploma or GED,"199,000",57.4,55.9,58.8
"Illinois, Congressional District 17 (113th - current)",Associate's Degree,"38,000",11.1,10.4,11.8
"Illinois, Congressional District 17 (113th - current)",Bachelor's Degree,"47,000",13.5,12.7,14.3
"Illinois, Congressional District 17 (113th - current)",Graduate Degree,"23,000",6.6,6.0,7.1
"Illinois, Congressional District 18 (113th - current)",Not a high school graduate,"19,000",5.3,4.8,5.9
"Illinois, Congressional District 18 (113th - current)",High school diploma or GED,"169,000",47.5,46.2,48.9
"Illinois, Congressional District 18 (113th - current)",Associate's Degree,"39,000",11.1,10.3,11.8
"Illinois, Congressional District 18 (113th - current)",Bachelor's Degree,"86,000",24.3,23.3,25.3
"Illinois, Congressional District 18 (113th - current)",Graduate Degree,"42,000",11.8,11.0,12.5
"Indiana, Congressional District 1 (113th - current)",Not a high school graduate,"35,000",9.3,8.5,10.1
